"LL"	"Param"	"AICc"	"AIC"	"Slope"	"R2"	"Null"	"File"	"Variable_Size"	"Species"	"Model"	"cluster"	"shade"	"Phyl"	"Lhab"	"Origin"
-3271.38	13	6569.271	6568.759	0.9991621	0.2497227	NA	"./Results/Model_Fits/DIA_BEALModel.10a.txt"	"DIA"	"BEAL"	"Model.10a"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3268.49	13	6563.491	6562.98	0.9927096	0.2520476	NA	"./Results/Model_Fits/DIA_BEALModel.10b.txt"	"DIA"	"BEAL"	"Model.10b"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3269.161	12	6562.759	6562.321	1.003003	0.251508	NA	"./Results/Model_Fits/DIA_BEALModel.10c.txt"	"DIA"	"BEAL"	"Model.10c"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3361.509	12	6747.456	6747.019	0.9981943	0.1772097	NA	"./Results/Model_Fits/DIA_BEALModel.11a.txt"	"DIA"	"BEAL"	"Model.11a"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3300.077	12	6624.591	6624.154	0.9992033	0.2266347	NA	"./Results/Model_Fits/DIA_BEALModel.11b.txt"	"DIA"	"BEAL"	"Model.11b"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3365.285	11	6752.939	6752.57	0.9950577	0.1741722	NA	"./Results/Model_Fits/DIA_BEALModel.11c.txt"	"DIA"	"BEAL"	"Model.11c"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3220.005	25	6491.867	6490.01	0.9968427	0.2910559	NA	"./Results/Model_Fits/DIA_BEALModel.12a.txt"	"DIA"	"BEAL"	"Model.12a"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3227.92	25	6507.696	6505.839	1.008932	0.2846881	NA	"./Results/Model_Fits/DIA_BEALModel.12b.txt"	"DIA"	"BEAL"	"Model.12b"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3214.286	23	6476.145	6474.572	0.9906101	0.2956569	NA	"./Results/Model_Fits/DIA_BEALModel.12c.txt"	"DIA"	"BEAL"	"Model.12c"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3235.566	25	6522.989	6521.132	1.00228	0.2787218	NA	"./Results/Model_Fits/DIA_BEALModel.13a.txt"	"DIA"	"BEAL"	"Model.13a"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3222.501	25	6496.858	6495.001	0.9951331	0.2890479	NA	"./Results/Model_Fits/DIA_BEALModel.13b.txt"	"DIA"	"BEAL"	"Model.13b"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3213.55	23	6474.672	6473.099	0.9956829	0.2962685	NA	"./Results/Model_Fits/DIA_BEALModel.13c.txt"	"DIA"	"BEAL"	"Model.13c"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3220.052	25	6491.96	6490.103	1.002327	0.2910183	NA	"./Results/Model_Fits/DIA_BEALModel.14a.txt"	"DIA"	"BEAL"	"Model.14a"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3219.449	25	6490.755	6488.897	0.9977768	0.2915033	NA	"./Results/Model_Fits/DIA_BEALModel.14b.txt"	"DIA"	"BEAL"	"Model.14b"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-3221.812	23	6491.197	6489.625	1.003584	0.2896016	NA	"./Results/Model_Fits/DIA_BEALModel.14c.txt"	"DIA"	"BEAL"	"Model.14c"	"cluster2"	"shade2"	"Ang"	"D"	"N"
-19430.83	2	38865.68	38865.66	446.0387	-6.821302	NA	"./Results/Model_Fits/DIA_BEPAModel.01a.txt"	"DIA"	"BEPA"	"Model.01a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-5476.687	4	10961.42	10961.37	0.9720734	-0.2283633	NA	"./Results/Model_Fits/DIA_BEPAModel.02a.txt"	"DIA"	"BEPA"	"Model.02a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-5424.635	8	10865.43	10865.27	0.9722757	-0.2037704	NA	"./Results/Model_Fits/DIA_BEPAModel.03a.txt"	"DIA"	"BEPA"	"Model.03a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4951.778	9	9921.759	9921.555	0.9990762	0.0196414	NA	"./Results/Model_Fits/DIA_BEPAModel.04a.txt"	"DIA"	"BEPA"	"Model.04a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4373.36	10	8766.969	8766.719	1.001256	0.2929276	NA	"./Results/Model_Fits/DIA_BEPAModel.05a.txt"	"DIA"	"BEPA"	"Model.05a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4347.558	10	8715.365	8715.115	0.9986185	0.3051183	NA	"./Results/Model_Fits/DIA_BEPAModel.06a.txt"	"DIA"	"BEPA"	"Model.06a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4553.09	10	9126.43	9126.18	1.000037	0.20801	NA	"./Results/Model_Fits/DIA_BEPAModel.07a.txt"	"DIA"	"BEPA"	"Model.07a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4093.527	27	8242.803	8241.055	0.9992617	0.4251405	NA	"./Results/Model_Fits/DIA_BEPAModel.08a.txt"	"DIA"	"BEPA"	"Model.08a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4087.349	27	8230.446	8228.698	0.9999515	0.4280595	NA	"./Results/Model_Fits/DIA_BEPAModel.08b.txt"	"DIA"	"BEPA"	"Model.08b"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4101.005	26	8255.631	8254.01	0.9980721	0.4216076	NA	"./Results/Model_Fits/DIA_BEPAModel.08c.txt"	"DIA"	"BEPA"	"Model.08c"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4187.285	11	8396.87	8396.57	0.9993721	0.3808425	NA	"./Results/Model_Fits/DIA_BEPAModel.09a.txt"	"DIA"	"BEPA"	"Model.09a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4187.191	11	8396.682	8396.382	0.9998856	0.3808871	NA	"./Results/Model_Fits/DIA_BEPAModel.09b.txt"	"DIA"	"BEPA"	"Model.09b"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4196.09	10	8412.429	8412.18	0.9978619	0.3766825	NA	"./Results/Model_Fits/DIA_BEPAModel.09c.txt"	"DIA"	"BEPA"	"Model.09c"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4445.473	13	8917.361	8916.947	0.9954575	0.258856	NA	"./Results/Model_Fits/DIA_BEPAModel.10a.txt"	"DIA"	"BEPA"	"Model.10a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4455.875	13	8938.165	8937.75	0.9941889	0.2539413	NA	"./Results/Model_Fits/DIA_BEPAModel.10b.txt"	"DIA"	"BEPA"	"Model.10b"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4455.86	12	8936.075	8935.721	0.9937654	0.2539483	NA	"./Results/Model_Fits/DIA_BEPAModel.10c.txt"	"DIA"	"BEPA"	"Model.10c"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4306.868	12	8638.091	8637.736	0.9989994	0.3243429	NA	"./Results/Model_Fits/DIA_BEPAModel.11a.txt"	"DIA"	"BEPA"	"Model.11a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4306.727	12	8637.809	8637.454	0.99847	0.3244096	NA	"./Results/Model_Fits/DIA_BEPAModel.11b.txt"	"DIA"	"BEPA"	"Model.11b"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4308.222	11	8638.745	8638.445	0.9964582	0.3237031	NA	"./Results/Model_Fits/DIA_BEPAModel.11c.txt"	"DIA"	"BEPA"	"Model.11c"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4090.434	28	8238.748	8236.868	1.000234	0.4266019	NA	"./Results/Model_Fits/DIA_BEPAModel.12a.txt"	"DIA"	"BEPA"	"Model.12a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4083.755	28	8225.39	8223.51	0.9982965	0.4297576	NA	"./Results/Model_Fits/DIA_BEPAModel.12b.txt"	"DIA"	"BEPA"	"Model.12b"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4101.335	26	8256.291	8254.669	0.9976537	0.4214517	NA	"./Results/Model_Fits/DIA_BEPAModel.12c.txt"	"DIA"	"BEPA"	"Model.12c"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4089.958	28	8237.795	8235.916	0.998251	0.4268269	NA	"./Results/Model_Fits/DIA_BEPAModel.13a.txt"	"DIA"	"BEPA"	"Model.13a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4085.611	28	8229.102	8227.222	0.9969375	0.4288806	NA	"./Results/Model_Fits/DIA_BEPAModel.13b.txt"	"DIA"	"BEPA"	"Model.13b"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4101.755	26	8257.13	8255.509	0.9935767	0.4212533	NA	"./Results/Model_Fits/DIA_BEPAModel.13c.txt"	"DIA"	"BEPA"	"Model.13c"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4093.184	28	8244.247	8242.368	0.9930991	0.4253027	NA	"./Results/Model_Fits/DIA_BEPAModel.14a.txt"	"DIA"	"BEPA"	"Model.14a"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4088.401	28	8234.681	8232.802	0.9993142	0.4275626	NA	"./Results/Model_Fits/DIA_BEPAModel.14b.txt"	"DIA"	"BEPA"	"Model.14b"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-4103.245	26	8260.112	8258.491	0.9979543	0.420549	NA	"./Results/Model_Fits/DIA_BEPAModel.14c.txt"	"DIA"	"BEPA"	"Model.14c"	"cluster2"	"shade3"	"Ang"	"D"	"N"
-3128.059	2	6260.166	6260.119	133.7779	-2.604685	NA	"./Results/Model_Fits/DIA_LADEModel.01a.txt"	"DIA"	"LADE"	"Model.01a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1428.314	4	2864.787	2864.629	0.987012	0.0628359	NA	"./Results/Model_Fits/DIA_LADEModel.02a.txt"	"DIA"	"LADE"	"Model.02a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1383.068	8	2782.714	2782.135	0.9933265	0.1338462	NA	"./Results/Model_Fits/DIA_LADEModel.03a.txt"	"DIA"	"LADE"	"Model.03a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1357.537	9	2733.799	2733.073	1.001939	0.1739122	NA	"./Results/Model_Fits/DIA_LADEModel.04a.txt"	"DIA"	"LADE"	"Model.04a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1370.19	10	2761.272	2760.381	1.025332	0.1540535	NA	"./Results/Model_Fits/DIA_LADEModel.05a.txt"	"DIA"	"LADE"	"Model.05a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1367.599	10	2756.088	2755.197	0.9943762	0.158121	NA	"./Results/Model_Fits/DIA_LADEModel.06a.txt"	"DIA"	"LADE"	"Model.06a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1357.474	10	2735.839	2734.948	0.9996722	0.1740105	NA	"./Results/Model_Fits/DIA_LADEModel.07a.txt"	"DIA"	"LADE"	"Model.07a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1364.958	15	2761.9	2759.916	1.000026	0.1622664	NA	"./Results/Model_Fits/DIA_LADEModel.08a.txt"	"DIA"	"LADE"	"Model.08a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1368.318	15	2768.618	2766.635	1.001215	0.1569929	NA	"./Results/Model_Fits/DIA_LADEModel.08b.txt"	"DIA"	"LADE"	"Model.08b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1359.166	14	2748.06	2746.332	1.000467	0.1713553	NA	"./Results/Model_Fits/DIA_LADEModel.08c.txt"	"DIA"	"LADE"	"Model.08c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1369.729	11	2762.532	2761.459	1.002699	0.1547772	NA	"./Results/Model_Fits/DIA_LADEModel.09a.txt"	"DIA"	"LADE"	"Model.09a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1362.659	11	2748.391	2747.318	0.9936373	0.1662074	NA	"./Results/Model_Fits/DIA_LADEModel.09b.txt"	"DIA"	"LADE"	"Model.09b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1363.083	10	2747.057	2746.167	0.9997193	0.1652074	NA	"./Results/Model_Fits/DIA_LADEModel.09c.txt"	"DIA"	"LADE"	"Model.09c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1365.826	13	2759.144	2757.652	1.00195	0.1609029	NA	"./Results/Model_Fits/DIA_LADEModel.10a.txt"	"DIA"	"LADE"	"Model.10a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1355.002	13	2737.496	2736.005	1.00827	0.1778893	NA	"./Results/Model_Fits/DIA_LADEModel.10b.txt"	"DIA"	"LADE"	"Model.10b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1357.902	12	2741.078	2739.805	0.9979688	0.173338	NA	"./Results/Model_Fits/DIA_LADEModel.10c.txt"	"DIA"	"LADE"	"Model.10c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1360.356	12	2745.985	2744.711	0.9983781	0.1694879	NA	"./Results/Model_Fits/DIA_LADEModel.11a.txt"	"DIA"	"LADE"	"Model.11a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1364.455	12	2754.182	2752.909	1.003185	0.1630554	NA	"./Results/Model_Fits/DIA_LADEModel.11b.txt"	"DIA"	"LADE"	"Model.11b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1363.738	11	2750.549	2749.476	0.9987675	0.1641798	NA	"./Results/Model_Fits/DIA_LADEModel.11c.txt"	"DIA"	"LADE"	"Model.11c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1366.266	16	2766.789	2764.532	0.9941149	0.1602172	NA	"./Results/Model_Fits/DIA_LADEModel.12a.txt"	"DIA"	"LADE"	"Model.12a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1369.656	16	2773.569	2771.311	1.00664	0.1548929	NA	"./Results/Model_Fits/DIA_LADEModel.12b.txt"	"DIA"	"LADE"	"Model.12b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1359.373	14	2748.474	2746.745	0.998052	0.1710306	NA	"./Results/Model_Fits/DIA_LADEModel.12c.txt"	"DIA"	"LADE"	"Model.12c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1361.463	16	2757.184	2754.926	0.9943685	0.1677499	NA	"./Results/Model_Fits/DIA_LADEModel.13a.txt"	"DIA"	"LADE"	"Model.13a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1368.65	16	2771.557	2769.3	1.014197	0.156471	NA	"./Results/Model_Fits/DIA_LADEModel.13b.txt"	"DIA"	"LADE"	"Model.13b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1359.396	14	2748.521	2746.792	0.9939056	0.1709939	NA	"./Results/Model_Fits/DIA_LADEModel.13c.txt"	"DIA"	"LADE"	"Model.13c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1355.278	16	2744.814	2742.556	0.9930365	0.1774564	NA	"./Results/Model_Fits/DIA_LADEModel.14a.txt"	"DIA"	"LADE"	"Model.14a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1368.396	16	2771.05	2768.792	1.002663	0.1568695	NA	"./Results/Model_Fits/DIA_LADEModel.14b.txt"	"DIA"	"LADE"	"Model.14b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1359.85	14	2749.428	2747.699	1.003561	0.1702822	NA	"./Results/Model_Fits/DIA_LADEModel.14c.txt"	"DIA"	"LADE"	"Model.14c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-8017.204	2	16038.42	16038.41	506.2281	-3.562262	NA	"./Results/Model_Fits/DIA_LALAModel.01a.txt"	"DIA"	"LALA"	"Model.01a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3897.87	4	7803.787	7803.739	0.9869147	-0.01945086	NA	"./Results/Model_Fits/DIA_LALAModel.02a.txt"	"DIA"	"LALA"	"Model.02a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3763.518	8	7543.208	7543.035	1.001381	0.0960978	NA	"./Results/Model_Fits/DIA_LALAModel.03a.txt"	"DIA"	"LALA"	"Model.03a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3765.418	9	7549.053	7548.836	0.9998581	0.09446315	NA	"./Results/Model_Fits/DIA_LALAModel.04a.txt"	"DIA"	"LALA"	"Model.04a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3735.545	10	7491.355	7491.09	1.001191	0.1201555	NA	"./Results/Model_Fits/DIA_LALAModel.05a.txt"	"DIA"	"LALA"	"Model.05a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3710.399	10	7441.064	7440.799	0.9986725	0.1417817	NA	"./Results/Model_Fits/DIA_LALAModel.06a.txt"	"DIA"	"LALA"	"Model.06a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3743.026	10	7506.316	7506.052	1.002942	0.1137216	NA	"./Results/Model_Fits/DIA_LALAModel.07a.txt"	"DIA"	"LALA"	"Model.07a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3485.772	24	7021.013	7019.545	1.001071	0.3349711	NA	"./Results/Model_Fits/DIA_LALAModel.08a.txt"	"DIA"	"LALA"	"Model.08a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3496.543	24	7042.554	7041.085	1.005423	0.3257082	NA	"./Results/Model_Fits/DIA_LALAModel.08b.txt"	"DIA"	"LALA"	"Model.08b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3496.431	23	7040.212	7038.863	1.00335	0.3258038	NA	"./Results/Model_Fits/DIA_LALAModel.08c.txt"	"DIA"	"LALA"	"Model.08c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3697.956	11	7418.231	7417.913	1.000264	0.1524834	NA	"./Results/Model_Fits/DIA_LALAModel.09a.txt"	"DIA"	"LALA"	"Model.09a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3697.919	11	7418.157	7417.839	1.00054	0.1525152	NA	"./Results/Model_Fits/DIA_LALAModel.09b.txt"	"DIA"	"LALA"	"Model.09b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3698.236	10	7416.736	7416.471	0.9990264	0.1522432	NA	"./Results/Model_Fits/DIA_LALAModel.09c.txt"	"DIA"	"LALA"	"Model.09c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3596.868	13	7220.176	7219.736	1.002532	0.2394236	NA	"./Results/Model_Fits/DIA_LALAModel.10a.txt"	"DIA"	"LALA"	"Model.10a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3597.526	13	7221.491	7221.051	0.9997295	0.2388582	NA	"./Results/Model_Fits/DIA_LALAModel.10b.txt"	"DIA"	"LALA"	"Model.10b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3597.145	12	7218.667	7218.29	0.9975809	0.2391855	NA	"./Results/Model_Fits/DIA_LALAModel.10c.txt"	"DIA"	"LALA"	"Model.10c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3696.425	12	7417.226	7416.85	0.9996967	0.1538004	NA	"./Results/Model_Fits/DIA_LALAModel.11a.txt"	"DIA"	"LALA"	"Model.11a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3696.212	12	7416.8	7416.424	1.002242	0.1539837	NA	"./Results/Model_Fits/DIA_LALAModel.11b.txt"	"DIA"	"LALA"	"Model.11b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3696.724	11	7415.767	7415.448	1.000124	0.153543	NA	"./Results/Model_Fits/DIA_LALAModel.11c.txt"	"DIA"	"LALA"	"Model.11c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3491.999	25	7035.59	7033.997	0.9953772	0.3296179	NA	"./Results/Model_Fits/DIA_LALAModel.12a.txt"	"DIA"	"LALA"	"Model.12a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3694.469	25	7440.531	7438.938	0.9996091	0.1554826	NA	"./Results/Model_Fits/DIA_LALAModel.12b.txt"	"DIA"	"LALA"	"Model.12b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3500.69	23	7048.73	7047.38	0.9976153	0.3221503	NA	"./Results/Model_Fits/DIA_LALAModel.12c.txt"	"DIA"	"LALA"	"Model.12c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3495.562	25	7042.718	7041.124	0.9933634	0.3265513	NA	"./Results/Model_Fits/DIA_LALAModel.13a.txt"	"DIA"	"LALA"	"Model.13a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3514.019	25	7079.632	7078.039	1.003979	0.3106774	NA	"./Results/Model_Fits/DIA_LALAModel.13b.txt"	"DIA"	"LALA"	"Model.13b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3496.113	23	7039.576	7038.226	0.9947313	0.3260775	NA	"./Results/Model_Fits/DIA_LALAModel.13c.txt"	"DIA"	"LALA"	"Model.13c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3494.091	25	7039.775	7038.182	0.9975827	0.3278165	NA	"./Results/Model_Fits/DIA_LALAModel.14a.txt"	"DIA"	"LALA"	"Model.14a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3490.917	25	7033.427	7031.834	1.005561	0.3305464	NA	"./Results/Model_Fits/DIA_LALAModel.14b.txt"	"DIA"	"LALA"	"Model.14b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3491.596	23	7030.541	7029.192	0.9999566	0.3299625	NA	"./Results/Model_Fits/DIA_LALAModel.14c.txt"	"DIA"	"LALA"	"Model.14c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-2479.024	2	4962.074	4962.047	283.6542	-4.13262	NA	"./Results/Model_Fits/DIA_PIABModel.01a.txt"	"DIA"	"PIAB"	"Model.01a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1664.163	4	3336.414	3336.327	0.9913	0.0478387	NA	"./Results/Model_Fits/DIA_PIABModel.02a.txt"	"DIA"	"PIAB"	"Model.02a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1655.264	8	3326.846	3326.527	0.9996953	0.08391176	NA	"./Results/Model_Fits/DIA_PIABModel.03a.txt"	"DIA"	"PIAB"	"Model.03a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1655.27	9	3328.939	3328.54	1.000046	0.08389939	NA	"./Results/Model_Fits/DIA_PIABModel.04a.txt"	"DIA"	"PIAB"	"Model.04a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1580.934	10	3182.356	3181.867	0.9998539	0.3364279	NA	"./Results/Model_Fits/DIA_PIABModel.05a.txt"	"DIA"	"PIAB"	"Model.05a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1572.752	10	3165.993	3165.505	0.9975203	0.35956	NA	"./Results/Model_Fits/DIA_PIABModel.06a.txt"	"DIA"	"PIAB"	"Model.06a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1567.951	10	3156.391	3155.902	0.9991516	0.3727695	NA	"./Results/Model_Fits/DIA_PIABModel.07a.txt"	"DIA"	"PIAB"	"Model.07a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1518.844	20	3079.597	3077.688	1.002312	0.4933189	NA	"./Results/Model_Fits/DIA_PIABModel.08a.txt"	"DIA"	"PIAB"	"Model.08a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1524.483	20	3090.876	3088.967	0.9964725	0.4805687	NA	"./Results/Model_Fits/DIA_PIABModel.08b.txt"	"DIA"	"PIAB"	"Model.08b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1521.573	19	3082.87	3081.146	0.9985348	0.4874426	NA	"./Results/Model_Fits/DIA_PIABModel.08c.txt"	"DIA"	"PIAB"	"Model.08c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1586.905	11	3196.398	3195.81	0.9992129	0.3193104	NA	"./Results/Model_Fits/DIA_PIABModel.09a.txt"	"DIA"	"PIAB"	"Model.09a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1586.787	11	3196.161	3195.573	1.003816	0.3195385	NA	"./Results/Model_Fits/DIA_PIABModel.09b.txt"	"DIA"	"PIAB"	"Model.09b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1588.854	10	3198.197	3197.708	0.9994571	0.313342	NA	"./Results/Model_Fits/DIA_PIABModel.09c.txt"	"DIA"	"PIAB"	"Model.09c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1516.778	13	3060.37	3059.555	1.002923	0.4977054	NA	"./Results/Model_Fits/DIA_PIABModel.10a.txt"	"DIA"	"PIAB"	"Model.10a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1516.852	13	3060.518	3059.704	0.9964331	0.4974873	NA	"./Results/Model_Fits/DIA_PIABModel.10b.txt"	"DIA"	"PIAB"	"Model.10b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1516.479	12	3057.654	3056.958	0.9981389	0.4984395	NA	"./Results/Model_Fits/DIA_PIABModel.10c.txt"	"DIA"	"PIAB"	"Model.10c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1588.726	12	3202.149	3201.453	1.000723	0.3136012	NA	"./Results/Model_Fits/DIA_PIABModel.11a.txt"	"DIA"	"PIAB"	"Model.11a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1584.041	12	3192.778	3192.081	0.9967378	0.3274209	NA	"./Results/Model_Fits/DIA_PIABModel.11b.txt"	"DIA"	"PIAB"	"Model.11b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1595.202	11	3212.993	3212.405	0.9970493	0.2940442	NA	"./Results/Model_Fits/DIA_PIABModel.11c.txt"	"DIA"	"PIAB"	"Model.11c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1520.897	21	3085.899	3083.795	0.9968296	0.489078	NA	"./Results/Model_Fits/DIA_PIABModel.12a.txt"	"DIA"	"PIAB"	"Model.12a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1519.908	21	3083.921	3081.816	1.005892	0.4919314	NA	"./Results/Model_Fits/DIA_PIABModel.12b.txt"	"DIA"	"PIAB"	"Model.12b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1518.41	19	3076.544	3074.821	1.002434	0.4943778	NA	"./Results/Model_Fits/DIA_PIABModel.12c.txt"	"DIA"	"PIAB"	"Model.12c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1527.079	21	3098.262	3096.157	1.009338	0.4767122	NA	"./Results/Model_Fits/DIA_PIABModel.13a.txt"	"DIA"	"PIAB"	"Model.13a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1517.824	21	3079.753	3077.648	1.00072	0.4955174	NA	"./Results/Model_Fits/DIA_PIABModel.13b.txt"	"DIA"	"PIAB"	"Model.13b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1521.81	19	3083.344	3081.621	0.9957022	0.4866687	NA	"./Results/Model_Fits/DIA_PIABModel.13c.txt"	"DIA"	"PIAB"	"Model.13c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1522.047	21	3088.198	3086.094	0.9991545	0.4864936	NA	"./Results/Model_Fits/DIA_PIABModel.14a.txt"	"DIA"	"PIAB"	"Model.14a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1522.156	21	3088.417	3086.312	1.004728	0.4858407	NA	"./Results/Model_Fits/DIA_PIABModel.14b.txt"	"DIA"	"PIAB"	"Model.14b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1520.494	19	3080.71	3078.987	0.9956843	0.4894788	NA	"./Results/Model_Fits/DIA_PIABModel.14c.txt"	"DIA"	"PIAB"	"Model.14c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
